case,activity,resource,timestamp,Org,Project,Task,Role
Case 1544,Request For Payment SUBMITTED by EMPLOYEE,STAFF MEMBER,2018/01/30 10:50:16.000,organizational unit 65473,project 147556,UNKNOWN,EMPLOYEE,
Case 1544,Request For Payment APPROVED by ADMINISTRATION,STAFF MEMBER,2018/01/30 10:50:25.000,organizational unit 65473,project 147556,UNKNOWN,ADMINISTRATION,
Case 1544,Request For Payment FINAL_APPROVED by SUPERVISOR,STAFF MEMBER,2018/01/30 13:13:22.000,organizational unit 65473,project 147556,UNKNOWN,SUPERVISOR,
Case 1544,Request Payment,SYSTEM,2018/02/01 08:23:38.000,organizational unit 65473,project 147556,UNKNOWN,UNDEFINED,
Case 1544,Payment Handled,SYSTEM,2018/02/05 17:31:03.000,organizational unit 65473,project 147556,UNKNOWN,UNDEFINED,
Case 1288,Request For Payment SUBMITTED by EMPLOYEE,STAFF MEMBER,2018/01/16 13:05:47.000,organizational unit 65472,UNKNOWN,UNKNOWN,EMPLOYEE,
Case 1288,Request For Payment REJECTED by ADMINISTRATION,STAFF MEMBER,2018/01/16 13:05:52.000,organizational unit 65472,UNKNOWN,UNKNOWN,ADMINISTRATION,
Case 1288,Request For Payment REJECTED by EMPLOYEE,STAFF MEMBER,2018/01/18 08:22:35.000,organizational unit 65472,UNKNOWN,UNKNOWN,EMPLOYEE,
Case 1282,Request For Payment SUBMITTED by EMPLOYEE,STAFF MEMBER,2018/01/16 11:16:57.000,organizational unit 65461,project 147843,UNKNOWN,EMPLOYEE,
Case 1282,Request For Payment APPROVED by ADMINISTRATION,STAFF MEMBER,2018/01/16 11:17:59.000,organizational unit 65461,project 147843,UNKNOWN,ADMINISTRATION,
Case 1282,Request For Payment FINAL_APPROVED by SUPERVISOR,STAFF MEMBER,2018/01/16 16:57:00.000,organizational unit 65461,project 147843,UNKNOWN,SUPERVISOR,
Case 1282,Request Payment,SYSTEM,2018/01/22 15:10:17.000,organizational unit 65461,project 147843,UNKNOWN,UNDEFINED,
Case 1282,Payment Handled,SYSTEM,2018/01/25 17:31:09.000,organizational unit 65461,project 147843,UNKNOWN,UNDEFINED,
Case 3219,Request For Payment SUBMITTED by EMPLOYEE,STAFF MEMBER,2018/05/18 11:07:00.000,organizational unit 65458,project 147690,UNKNOWN,EMPLOYEE,
Case 3219,Request For Payment APPROVED by ADMINISTRATION,STAFF MEMBER,2018/05/18 11:07:29.000,organizational unit 65458,project 147690,UNKNOWN,ADMINISTRATION,
Case 3219,Request For Payment REJECTED by BUDGET OWNER,STAFF MEMBER,2018/05/23 11:31:42.000,organizational unit 65458,project 147690,UNKNOWN,BUDGET OWNER,
Case 3219,Request For Payment REJECTED by EMPLOYEE,STAFF MEMBER,2018/05/24 11:26:40.000,organizational unit 65458,project 147690,UNKNOWN,EMPLOYEE,
Case 236,Request For Payment SUBMITTED by EMPLOYEE,STAFF MEMBER,2017/04/12 09:56:49.000,organizational unit 65458,project 147531,UNKNOWN,EMPLOYEE,
Case 236,Request For Payment APPROVED by PRE_APPROVER,STAFF MEMBER,2017/04/12 09:56:55.000,organizational unit 65458,project 147531,UNKNOWN,PRE_APPROVER,
Case 236,Request For Payment FINAL_APPROVED by SUPERVISOR,STAFF MEMBER,2017/04/13 09:12:11.000,organizational unit 65458,project 147531,UNKNOWN,SUPERVISOR,
Case 236,Request Payment,SYSTEM,2017/04/13 14:47:30.000,organizational unit 65458,project 147531,UNKNOWN,UNDEFINED,
Case 236,Payment Handled,SYSTEM,2017/04/20 17:31:25.000,organizational unit 65458,project 147531,UNKNOWN,UNDEFINED,
Case 4805,Request For Payment SUBMITTED by EMPLOYEE,STAFF MEMBER,2018/09/10 10:56:34.000,organizational unit 65462,project 147546,task 27581,EMPLOYEE,
Case 4805,Request For Payment APPROVED by ADMINISTRATION,STAFF MEMBER,2018/09/10 10:59:51.000,organizational unit 65462,project 147546,task 27581,ADMINISTRATION,
Case 4805,Request For Payment FINAL_APPROVED by SUPERVISOR,STAFF MEMBER,2018/09/12 11:28:42.000,organizational unit 65462,project 147546,task 27581,SUPERVISOR,
Case 4805,Request Payment,SYSTEM,2018/09/13 13:14:45.000,organizational unit 65462,project 147546,task 27581,UNDEFINED,
Case 4805,Payment Handled,SYSTEM,2018/09/17 17:31:15.000,organizational unit 65462,project 147546,task 27581,UNDEFINED,
Case 5628,Request For Payment SUBMITTED by EMPLOYEE,STAFF MEMBER,2018/10/25 14:13:44.000,organizational unit 65468,project 147556,UNKNOWN,EMPLOYEE,
Case 5628,Request For Payment APPROVED by ADMINISTRATION,STAFF MEMBER,2018/10/25 14:14:11.000,organizational unit 65468,project 147556,UNKNOWN,ADMINISTRATION,
Case 5628,Request For Payment APPROVED by BUDGET OWNER,STAFF MEMBER,2018/11/02 09:48:35.000,organizational unit 65468,project 147556,UNKNOWN,BUDGET OWNER,
Case 5628,Request For Payment FINAL_APPROVED by SUPERVISOR,STAFF MEMBER,2018/11/08 11:05:25.000,organizational unit 65468,project 147556,UNKNOWN,SUPERVISOR,
Case 5628,Request Payment,SYSTEM,2018/11/08 11:05:26.000,organizational unit 65468,project 147556,UNKNOWN,UNDEFINED,
Case 5628,Payment Handled,SYSTEM,2018/11/12 17:30:47.000,organizational unit 65468,project 147556,UNKNOWN,UNDEFINED,
Case 4176,Request For Payment SUBMITTED by EMPLOYEE,STAFF MEMBER,2018/07/12 14:58:08.000,organizational unit 65470,project 147551,UNKNOWN,EMPLOYEE,
Case 4176,Request For Payment APPROVED by ADMINISTRATION,STAFF MEMBER,2018/07/12 15:01:46.000,organizational unit 65470,project 147551,UNKNOWN,ADMINISTRATION,
Case 4176,Request For Payment APPROVED by BUDGET OWNER,STAFF MEMBER,2018/07/18 12:32:20.000,organizational unit 65470,project 147551,UNKNOWN,BUDGET OWNER,
Case 4176,Request For Payment FINAL_APPROVED by SUPERVISOR,STAFF MEMBER,2018/07/19 17:07:40.000,organizational unit 65470,project 147551,UNKNOWN,SUPERVISOR,
Case 4176,Request Payment,SYSTEM,2018/08/08 11:25:19.000,organizational unit 65470,project 147551,UNKNOWN,UNDEFINED,
Case 4176,Payment Handled,SYSTEM,2018/08/09 17:31:40.000,organizational unit 65470,project 147551,UNKNOWN,UNDEFINED,
Case 5609,Request For Payment SUBMITTED by EMPLOYEE,STAFF MEMBER,2018/10/24 21:54:22.000,organizational unit 65469,project 147546,task 1596,EMPLOYEE,
Case 5609,Request For Payment APPROVED by ADMINISTRATION,STAFF MEMBER,2018/10/24 21:54:38.000,organizational unit 65469,project 147546,task 1596,ADMINISTRATION,
Case 5609,Request For Payment FINAL_APPROVED by SUPERVISOR,STAFF MEMBER,2018/10/25 08:36:55.000,organizational unit 65469,project 147546,task 1596,SUPERVISOR,
Case 5609,Request Payment,SYSTEM,2018/10/30 09:30:03.000,organizational unit 65469,project 147546,task 1596,UNDEFINED,
Case 5609,Payment Handled,SYSTEM,2018/11/01 17:31:17.000,organizational unit 65469,project 147546,task 1596,UNDEFINED,
Case 6305,Request For Payment SUBMITTED by EMPLOYEE,STAFF MEMBER,2018/11/30 16:43:25.000,organizational unit 65456,project 151278,UNKNOWN,EMPLOYEE,
Case 6305,Request For Payment APPROVED by ADMINISTRATION,STAFF MEMBER,2018/11/30 16:43:32.000,organizational unit 65456,project 151278,UNKNOWN,ADMINISTRATION,
Case 6305,Request For Payment FINAL_APPROVED by SUPERVISOR,STAFF MEMBER,2018/12/05 10:31:49.000,organizational unit 65456,project 151278,UNKNOWN,SUPERVISOR,
Case 6305,Request Payment,SYSTEM,2018/12/05 14:25:44.000,organizational unit 65456,project 151278,UNKNOWN,UNDEFINED,
Case 6305,Payment Handled,SYSTEM,2018/12/06 17:31:34.000,organizational unit 65456,project 151278,UNKNOWN,UNDEFINED,
Case 4729,Request For Payment SUBMITTED by EMPLOYEE,STAFF MEMBER,2018/09/04 14:50:01.000,organizational unit 65461,project 148052,UNKNOWN,EMPLOYEE,
Case 4729,Request For Payment APPROVED by ADMINISTRATION,STAFF MEMBER,2018/09/04 14:51:31.000,organizational unit 65461,project 148052,UNKNOWN,ADMINISTRATION,
Case 4729,Request For Payment FINAL_APPROVED by SUPERVISOR,STAFF MEMBER,2018/09/12 10:41:22.000,organizational unit 65461,project 148052,UNKNOWN,SUPERVISOR,
Case 4729,Request Payment,SYSTEM,2018/09/13 08:47:48.000,organizational unit 65461,project 148052,UNKNOWN,UNDEFINED,
Case 4729,Payment Handled,SYSTEM,2018/09/17 17:31:15.000,organizational unit 65461,project 148052,UNKNOWN,UNDEFINED,
Case 720,Request For Payment SUBMITTED by EMPLOYEE,STAFF MEMBER,2017/09/28 09:58:13.000,organizational unit 65463,project 147556,UNKNOWN,EMPLOYEE,
Case 720,Request For Payment FINAL_APPROVED by SUPERVISOR,STAFF MEMBER,2017/09/28 09:58:20.000,organizational unit 65463,project 147556,UNKNOWN,SUPERVISOR,
Case 720,Request Payment,SYSTEM,2017/09/29 08:49:37.000,organizational unit 65463,project 147556,UNKNOWN,UNDEFINED,
Case 720,Payment Handled,SYSTEM,2017/10/02 17:30:51.000,organizational unit 65463,project 147556,UNKNOWN,UNDEFINED,
Case 1126,Request For Payment SUBMITTED by EMPLOYEE,STAFF MEMBER,2018/01/08 11:34:04.000,organizational unit 65463,project 503,UNKNOWN,EMPLOYEE,
Case 1126,Request For Payment APPROVED by ADMINISTRATION,STAFF MEMBER,2018/01/08 11:35:13.000,organizational unit 65463,project 503,UNKNOWN,ADMINISTRATION,
Case 1126,Request For Payment FINAL_APPROVED by SUPERVISOR,STAFF MEMBER,2018/01/08 11:57:07.000,organizational unit 65463,project 503,UNKNOWN,SUPERVISOR,
Case 1126,Request Payment,SYSTEM,2018/01/08 12:15:47.000,organizational unit 65463,project 503,UNKNOWN,UNDEFINED,
Case 1126,Payment Handled,SYSTEM,2018/01/11 17:30:57.000,organizational unit 65463,project 503,UNKNOWN,UNDEFINED,
Case 3834,Request For Payment SUBMITTED by EMPLOYEE,STAFF MEMBER,2018/06/26 14:12:27.000,organizational unit 65456,project 147701,UNKNOWN,EMPLOYEE,
Case 3834,Request For Payment APPROVED by ADMINISTRATION,STAFF MEMBER,2018/06/26 14:12:40.000,organizational unit 65456,project 147701,UNKNOWN,ADMINISTRATION,
Case 3834,Request For Payment REJECTED by SUPERVISOR,STAFF MEMBER,2018/07/05 09:22:23.000,organizational unit 65456,project 147701,UNKNOWN,SUPERVISOR,
Case 3834,Request For Payment REJECTED by EMPLOYEE,STAFF MEMBER,2018/07/07 16:59:21.000,organizational unit 65456,project 147701,UNKNOWN,EMPLOYEE,
Case 3834,Request For Payment SUBMITTED by EMPLOYEE,STAFF MEMBER,2018/07/09 09:22:57.000,organizational unit 65456,project 147701,UNKNOWN,EMPLOYEE,
Case 3834,Request For Payment APPROVED by ADMINISTRATION,STAFF MEMBER,2018/07/09 09:23:03.000,organizational unit 65456,project 147701,UNKNOWN,ADMINISTRATION,
Case 3834,Request For Payment APPROVED by BUDGET OWNER,STAFF MEMBER,2018/07/09 14:04:47.000,organizational unit 65456,project 147701,UNKNOWN,BUDGET OWNER,
Case 3834,Request For Payment FINAL_APPROVED by SUPERVISOR,STAFF MEMBER,2018/07/10 13:23:50.000,organizational unit 65456,project 147701,UNKNOWN,SUPERVISOR,
Case 3834,Request Payment,SYSTEM,2018/07/12 08:32:21.000,organizational unit 65456,project 147701,UNKNOWN,UNDEFINED,
Case 3834,Payment Handled,SYSTEM,2018/07/16 17:31:26.000,organizational unit 65456,project 147701,UNKNOWN,UNDEFINED,
Case 6881,Request For Payment SUBMITTED by EMPLOYEE,STAFF MEMBER,2018/12/29 00:11:32.000,organizational unit 65469,project 147546,UNKNOWN,EMPLOYEE,
Case 6881,Request For Payment APPROVED by ADMINISTRATION,STAFF MEMBER,2018/12/29 00:12:38.000,organizational unit 65469,project 147546,UNKNOWN,ADMINISTRATION,
Case 6881,Request For Payment FINAL_APPROVED by SUPERVISOR,STAFF MEMBER,2019/01/02 11:17:33.000,organizational unit 65469,project 147546,UNKNOWN,SUPERVISOR,
Case 6881,Request Payment,SYSTEM,2019/01/19 11:33:42.000,organizational unit 65469,project 147546,UNKNOWN,UNDEFINED,
Case 6881,Payment Handled,SYSTEM,2019/01/24 17:31:48.000,organizational unit 65469,project 147546,UNKNOWN,UNDEFINED,
Case 129,Request For Payment SUBMITTED by EMPLOYEE,STAFF MEMBER,2017/03/02 11:52:07.000,organizational unit 65458,project 147546,UNKNOWN,EMPLOYEE,
Case 129,Request For Payment FINAL_APPROVED by SUPERVISOR,STAFF MEMBER,2017/03/02 11:52:49.000,organizational unit 65458,project 147546,UNKNOWN,SUPERVISOR,
Case 129,Request Payment,SYSTEM,2017/03/07 15:01:35.000,organizational unit 65458,project 147546,UNKNOWN,UNDEFINED,
Case 129,Payment Handled,SYSTEM,2017/03/09 17:31:22.000,organizational unit 65458,project 147546,UNKNOWN,UNDEFINED,
Case 5078,Request For Payment SUBMITTED by EMPLOYEE,STAFF MEMBER,2018/09/25 17:31:17.000,organizational unit 65469,project 147546,UNKNOWN,EMPLOYEE,
Case 5078,Request For Payment APPROVED by ADMINISTRATION,STAFF MEMBER,2018/09/25 17:31:37.000,organizational unit 65469,project 147546,UNKNOWN,ADMINISTRATION,
Case 5078,Request For Payment FINAL_APPROVED by SUPERVISOR,STAFF MEMBER,2018/09/26 09:09:28.000,organizational unit 65469,project 147546,UNKNOWN,SUPERVISOR,
Case 5078,Request Payment,SYSTEM,2018/09/27 11:08:26.000,organizational unit 65469,project 147546,UNKNOWN,UNDEFINED,
Case 5078,Payment Handled,SYSTEM,2018/10/01 17:31:15.000,organizational unit 65469,project 147546,UNKNOWN,UNDEFINED,
Case 2222,Request For Payment SUBMITTED by EMPLOYEE,STAFF MEMBER,2018/03/11 17:37:34.000,organizational unit 65456,project 147546,UNKNOWN,EMPLOYEE,
Case 2222,Request For Payment APPROVED by ADMINISTRATION,STAFF MEMBER,2018/03/13 16:56:26.000,organizational unit 65456,project 147546,UNKNOWN,ADMINISTRATION,
Case 2222,Request For Payment FINAL_APPROVED by SUPERVISOR,STAFF MEMBER,2018/03/14 09:35:54.000,organizational unit 65456,project 147546,UNKNOWN,SUPERVISOR,
Case 2222,Request Payment,SYSTEM,2018/03/15 12:49:35.000,organizational unit 65456,project 147546,UNKNOWN,UNDEFINED,
Case 2222,Payment Handled,SYSTEM,2018/03/19 17:30:54.000,organizational unit 65456,project 147546,UNKNOWN,UNDEFINED,
Case 1400,Request For Payment SUBMITTED by EMPLOYEE,STAFF MEMBER,2018/01/23 08:44:55.000,organizational unit 65461,project 147556,task 158628,EMPLOYEE,
Case 1400,Request For Payment APPROVED by ADMINISTRATION,STAFF MEMBER,2018/01/23 08:45:06.000,organizational unit 65461,project 147556,task 158628,ADMINISTRATION,
Case 1400,Request For Payment FINAL_APPROVED by SUPERVISOR,STAFF MEMBER,2018/01/23 09:16:40.000,organizational unit 65461,project 147556,task 158628,SUPERVISOR,
Case 1400,Request Payment,SYSTEM,2018/01/23 17:42:29.000,organizational unit 65461,project 147556,task 158628,UNDEFINED,
Case 1400,Payment Handled,SYSTEM,2018/01/25 17:31:09.000,organizational unit 65461,project 147556,task 158628,UNDEFINED,
Case 1806,Request For Payment SUBMITTED by EMPLOYEE,STAFF MEMBER,2018/02/15 11:38:13.000,organizational unit 65465,project 147620,task 7924,EMPLOYEE,
Case 1806,Request For Payment APPROVED by ADMINISTRATION,STAFF MEMBER,2018/02/22 10:22:07.000,organizational unit 65465,project 147620,task 7924,ADMINISTRATION,
Case 1806,Request For Payment FINAL_APPROVED by SUPERVISOR,STAFF MEMBER,2018/02/23 15:31:44.000,organizational unit 65465,project 147620,task 7924,SUPERVISOR,
Case 1806,Request Payment,SYSTEM,2018/02/23 16:20:13.000,organizational unit 65465,project 147620,task 7924,UNDEFINED,
Case 1806,Payment Handled,SYSTEM,2018/02/26 17:31:27.000,organizational unit 65465,project 147620,task 7924,UNDEFINED,
Case 6721,Request For Payment SUBMITTED by EMPLOYEE,STAFF MEMBER,2018/12/17 17:15:49.000,organizational unit 65456,project 149069,UNKNOWN,EMPLOYEE,
Case 6721,Request For Payment APPROVED by ADMINISTRATION,STAFF MEMBER,2018/12/17 17:15:52.000,organizational unit 65456,project 149069,UNKNOWN,ADMINISTRATION,
Case 6721,Request For Payment APPROVED by BUDGET OWNER,STAFF MEMBER,2018/12/18 09:50:42.000,organizational unit 65456,project 149069,UNKNOWN,BUDGET OWNER,
Case 6721,Request For Payment FINAL_APPROVED by SUPERVISOR,STAFF MEMBER,2018/12/18 14:14:32.000,organizational unit 65456,project 149069,UNKNOWN,SUPERVISOR,
Case 6721,Request Payment,SYSTEM,2018/12/20 09:50:45.000,organizational unit 65456,project 149069,UNKNOWN,UNDEFINED,
Case 6721,Payment Handled,SYSTEM,2019/01/03 11:59:16.000,organizational unit 65456,project 149069,UNKNOWN,UNDEFINED,
Case 6848,Request For Payment SUBMITTED by EMPLOYEE,STAFF MEMBER,2018/12/21 11:49:15.000,organizational unit 65461,project 148052,UNKNOWN,EMPLOYEE,
Case 6848,Request For Payment APPROVED by ADMINISTRATION,STAFF MEMBER,2018/12/21 11:49:18.000,organizational unit 65461,project 148052,UNKNOWN,ADMINISTRATION,
Case 6848,Request For Payment FINAL_APPROVED by SUPERVISOR,STAFF MEMBER,2019/01/14 14:55:14.000,organizational unit 65461,project 148052,UNKNOWN,SUPERVISOR,
Case 6848,Request Payment,SYSTEM,2019/01/15 10:53:10.000,organizational unit 65461,project 148052,UNKNOWN,UNDEFINED,
Case 6848,Payment Handled,SYSTEM,2019/01/17 17:31:44.000,organizational unit 65461,project 148052,UNKNOWN,UNDEFINED,
Case 5545,Request For Payment SUBMITTED by EMPLOYEE,STAFF MEMBER,2018/10/22 11:59:17.000,organizational unit 65454,project 147556,UNKNOWN,EMPLOYEE,
Case 5545,Request For Payment APPROVED by ADMINISTRATION,STAFF MEMBER,2018/10/22 11:59:19.000,organizational unit 65454,project 147556,UNKNOWN,ADMINISTRATION,
Case 5545,Request For Payment APPROVED by BUDGET OWNER,STAFF MEMBER,2018/10/24 09:43:51.000,organizational unit 65454,project 147556,UNKNOWN,BUDGET OWNER,
Case 5545,Request For Payment FINAL_APPROVED by SUPERVISOR,STAFF MEMBER,2018/10/31 05:15:37.000,organizational unit 65454,project 147556,UNKNOWN,SUPERVISOR,
Case 5545,Request Payment,SYSTEM,2018/11/02 08:14:00.000,organizational unit 65454,project 147556,UNKNOWN,UNDEFINED,
Case 5545,Payment Handled,SYSTEM,2018/11/05 17:31:19.000,organizational unit 65454,project 147556,UNKNOWN,UNDEFINED,
Case 3916,Request For Payment SUBMITTED by EMPLOYEE,STAFF MEMBER,2018/06/29 14:06:46.000,organizational unit 65482,project 147546,UNKNOWN,EMPLOYEE,
Case 3916,Request For Payment APPROVED by ADMINISTRATION,STAFF MEMBER,2018/07/03 11:34:10.000,organizational unit 65482,project 147546,UNKNOWN,ADMINISTRATION,
Case 3916,Request For Payment APPROVED by BUDGET OWNER,STAFF MEMBER,2018/07/19 15:24:01.000,organizational unit 65482,project 147546,UNKNOWN,BUDGET OWNER,
Case 3916,Request For Payment FINAL_APPROVED by SUPERVISOR,STAFF MEMBER,2018/07/26 05:15:32.000,organizational unit 65482,project 147546,UNKNOWN,SUPERVISOR,
Case 3916,Request Payment,SYSTEM,2018/09/14 12:33:53.000,organizational unit 65482,project 147546,UNKNOWN,UNDEFINED,
Case 3916,Payment Handled,SYSTEM,2018/09/20 17:31:17.000,organizational unit 65482,project 147546,UNKNOWN,UNDEFINED,
Case 1637,Request For Payment SAVED by EMPLOYEE,STAFF MEMBER,2018/02/02 15:14:43.000,organizational unit 65485,UNKNOWN,UNKNOWN,EMPLOYEE,
Case 6603,Request For Payment SUBMITTED by EMPLOYEE,STAFF MEMBER,2018/12/13 12:16:48.000,organizational unit 65454,project 147582,UNKNOWN,EMPLOYEE,
Case 6603,Request For Payment APPROVED by ADMINISTRATION,STAFF MEMBER,2018/12/13 12:18:30.000,organizational unit 65454,project 147582,UNKNOWN,ADMINISTRATION,
Case 6603,Request For Payment FINAL_APPROVED by SUPERVISOR,STAFF MEMBER,2018/12/17 13:53:44.000,organizational unit 65454,project 147582,UNKNOWN,SUPERVISOR,
Case 6603,Request Payment,SYSTEM,2018/12/18 11:47:39.000,organizational unit 65454,project 147582,UNKNOWN,UNDEFINED,
Case 6603,Payment Handled,SYSTEM,2018/12/20 17:31:30.000,organizational unit 65454,project 147582,UNKNOWN,UNDEFINED,
Case 3595,Request For Payment SUBMITTED by EMPLOYEE,STAFF MEMBER,2018/06/12 10:57:03.000,organizational unit 65465,project 503,UNKNOWN,EMPLOYEE,
Case 3595,Request For Payment APPROVED by ADMINISTRATION,STAFF MEMBER,2018/06/12 10:59:21.000,organizational unit 65465,project 503,UNKNOWN,ADMINISTRATION,
Case 3595,Request For Payment APPROVED by BUDGET OWNER,STAFF MEMBER,2018/06/12 15:20:02.000,organizational unit 65465,project 503,UNKNOWN,BUDGET OWNER,
Case 3595,Request For Payment FINAL_APPROVED by SUPERVISOR,STAFF MEMBER,2018/06/14 11:50:03.000,organizational unit 65465,project 503,UNKNOWN,SUPERVISOR,
Case 3595,Request Payment,SYSTEM,2018/06/15 11:53:26.000,organizational unit 65465,project 503,UNKNOWN,UNDEFINED,
Case 3595,Payment Handled,SYSTEM,2018/06/18 17:31:20.000,organizational unit 65465,project 503,UNKNOWN,UNDEFINED,
Case 2346,Request For Payment SUBMITTED by EMPLOYEE,STAFF MEMBER,2018/03/19 12:23:41.000,organizational unit 65463,project 149147,task 156643,EMPLOYEE,
