case,activity,resource,timestamp,Org,Project,Task,Role
3681,Request For Payment SUBMITTED by EMPLOYEE,STAFF MEMBER,2018/06/19 13:37:23.000,organizational unit 65468,project 147582,task 164528,EMPLOYEE
3681,Request For Payment APPROVED by ADMINISTRATION,STAFF MEMBER,2018/06/19 13:37:40.000,organizational unit 65468,project 147582,task 164528,ADMINISTRATION
3681,Request For Payment APPROVED by BUDGET OWNER,STAFF MEMBER,2018/06/19 16:00:30.000,organizational unit 65468,project 147582,task 164528,BUDGET OWNER
3681,Request For Payment FINAL_APPROVED by SUPERVISOR,STAFF MEMBER,2018/06/21 18:56:55.000,organizational unit 65468,project 147582,task 164528,SUPERVISOR
3681,Request Payment,SYSTEM,2018/06/27 10:04:39.000,organizational unit 65468,project 147582,task 164528,UNDEFINED
3681,Payment Handled,SYSTEM,2018/06/28 17:31:36.000,organizational unit 65468,project 147582,task 164528,UNDEFINED
2694,Request For Payment SUBMITTED by EMPLOYEE,STAFF MEMBER,2018/04/09 15:05:44.000,organizational unit 65462,project 147701,UNKNOWN,EMPLOYEE
2694,Request For Payment APPROVED by ADMINISTRATION,STAFF MEMBER,2018/04/09 15:05:53.000,organizational unit 65462,project 147701,UNKNOWN,ADMINISTRATION
2694,Request For Payment APPROVED by BUDGET OWNER,STAFF MEMBER,2018/04/17 14:55:05.000,organizational unit 65462,project 147701,UNKNOWN,BUDGET OWNER
2694,Request For Payment FINAL_APPROVED by SUPERVISOR,STAFF MEMBER,2018/04/19 15:30:22.000,organizational unit 65462,project 147701,UNKNOWN,SUPERVISOR
2694,Request Payment,SYSTEM,2018/04/20 14:28:50.000,organizational unit 65462,project 147701,UNKNOWN,UNDEFINED
2694,Payment Handled,SYSTEM,2018/04/23 17:31:12.000,organizational unit 65462,project 147701,UNKNOWN,UNDEFINED
3656,Request For Payment SUBMITTED by EMPLOYEE,STAFF MEMBER,2018/06/15 09:00:57.000,organizational unit 65473,project 154071,UNKNOWN,EMPLOYEE
3656,Request For Payment APPROVED by ADMINISTRATION,STAFF MEMBER,2018/06/15 09:01:07.000,organizational unit 65473,project 154071,UNKNOWN,ADMINISTRATION
3656,Request For Payment FINAL_APPROVED by SUPERVISOR,STAFF MEMBER,2018/06/15 13:38:07.000,organizational unit 65473,project 154071,UNKNOWN,SUPERVISOR
3656,Request Payment,SYSTEM,2018/06/15 16:25:00.000,organizational unit 65473,project 154071,UNKNOWN,UNDEFINED
3656,Payment Handled,SYSTEM,2018/06/18 17:31:20.000,organizational unit 65473,project 154071,UNKNOWN,UNDEFINED
2154,Request For Payment SUBMITTED by EMPLOYEE,STAFF MEMBER,2018/03/07 09:03:09.000,organizational unit 65463,project 148216,UNKNOWN,EMPLOYEE
2154,Request For Payment APPROVED by ADMINISTRATION,STAFF MEMBER,2018/03/07 09:03:16.000,organizational unit 65463,project 148216,UNKNOWN,ADMINISTRATION
2154,Request For Payment APPROVED by BUDGET OWNER,STAFF MEMBER,2018/03/07 09:07:53.000,organizational unit 65463,project 148216,UNKNOWN,BUDGET OWNER
2154,Request For Payment FINAL_APPROVED by SUPERVISOR,STAFF MEMBER,2018/03/14 05:15:21.000,organizational unit 65463,project 148216,UNKNOWN,SUPERVISOR
2154,Request Payment,SYSTEM,2018/03/15 14:56:49.000,organizational unit 65463,project 148216,UNKNOWN,UNDEFINED
2154,Payment Handled,SYSTEM,2018/03/19 17:30:54.000,organizational unit 65463,project 148216,UNKNOWN,UNDEFINED
2429,Request For Payment SUBMITTED by EMPLOYEE,STAFF MEMBER,2018/03/24 23:01:36.000,organizational unit 65461,project 503,UNKNOWN,EMPLOYEE
2429,Request For Payment APPROVED by ADMINISTRATION,STAFF MEMBER,2018/03/24 23:01:50.000,organizational unit 65461,project 503,UNKNOWN,ADMINISTRATION
2429,Request For Payment FINAL_APPROVED by SUPERVISOR,STAFF MEMBER,2018/03/28 12:05:44.000,organizational unit 65461,project 503,UNKNOWN,SUPERVISOR
2429,Request Payment,SYSTEM,2018/03/29 17:09:13.000,organizational unit 65461,project 503,UNKNOWN,UNDEFINED
2429,Payment Handled,SYSTEM,2018/04/05 17:30:53.000,organizational unit 65461,project 503,UNKNOWN,UNDEFINED
2962,Request For Payment SUBMITTED by EMPLOYEE,STAFF MEMBER,2018/04/26 12:33:16.000,organizational unit 65461,UNKNOWN,task 20119,EMPLOYEE
2962,Request For Payment REJECTED by ADMINISTRATION,STAFF MEMBER,2018/04/26 12:33:36.000,organizational unit 65461,UNKNOWN,task 20119,ADMINISTRATION
2962,Request For Payment REJECTED by EMPLOYEE,STAFF MEMBER,2018/04/26 15:43:12.000,organizational unit 65461,UNKNOWN,task 20119,EMPLOYEE
6275,Request For Payment SUBMITTED by EMPLOYEE,STAFF MEMBER,2018/11/30 10:16:26.000,organizational unit 65469,project 147701,UNKNOWN,EMPLOYEE
6275,Request For Payment APPROVED by ADMINISTRATION,STAFF MEMBER,2018/11/30 10:17:19.000,organizational unit 65469,project 147701,UNKNOWN,ADMINISTRATION
6275,Request For Payment FINAL_APPROVED by SUPERVISOR,STAFF MEMBER,2018/12/03 14:25:44.000,organizational unit 65469,project 147701,UNKNOWN,SUPERVISOR
6275,Request Payment,SYSTEM,2018/12/04 11:11:18.000,organizational unit 65469,project 147701,UNKNOWN,UNDEFINED
6275,Payment Handled,SYSTEM,2018/12/06 17:31:34.000,organizational unit 65469,project 147701,UNKNOWN,UNDEFINED
408,Request For Payment SUBMITTED by EMPLOYEE,STAFF MEMBER,2017/06/15 20:00:09.000,organizational unit 65458,project 147531,UNKNOWN,EMPLOYEE
408,Request For Payment APPROVED by PRE_APPROVER,STAFF MEMBER,2017/06/15 20:00:19.000,organizational unit 65458,project 147531,UNKNOWN,PRE_APPROVER
408,Request For Payment FINAL_APPROVED by SUPERVISOR,STAFF MEMBER,2017/06/19 10:11:56.000,organizational unit 65458,project 147531,UNKNOWN,SUPERVISOR
408,Request For Payment REJECTED by MISSING,STAFF MEMBER,2017/06/19 11:04:17.000,organizational unit 65458,project 147531,UNKNOWN,MISSING
408,Request For Payment SUBMITTED by EMPLOYEE,STAFF MEMBER,2017/06/19 16:56:35.000,organizational unit 65458,project 147531,UNKNOWN,EMPLOYEE
408,Request For Payment APPROVED by PRE_APPROVER,STAFF MEMBER,2017/06/20 10:01:43.000,organizational unit 65458,project 147531,UNKNOWN,PRE_APPROVER
408,Request For Payment FINAL_APPROVED by SUPERVISOR,STAFF MEMBER,2017/06/20 10:06:22.000,organizational unit 65458,project 147531,UNKNOWN,SUPERVISOR
408,Request Payment,SYSTEM,2017/06/20 10:09:16.000,organizational unit 65458,project 147531,UNKNOWN,UNDEFINED
408,Payment Handled,SYSTEM,2017/06/22 17:31:15.000,organizational unit 65458,project 147531,UNKNOWN,UNDEFINED
710,Request For Payment SUBMITTED by EMPLOYEE,STAFF MEMBER,2017/09/26 12:52:13.000,organizational unit 65463,project 147620,UNKNOWN,EMPLOYEE
710,Request For Payment APPROVED by PRE_APPROVER,STAFF MEMBER,2017/09/26 12:52:55.000,organizational unit 65463,project 147620,UNKNOWN,PRE_APPROVER
710,Request For Payment FINAL_APPROVED by SUPERVISOR,STAFF MEMBER,2017/09/26 14:30:57.000,organizational unit 65463,project 147620,UNKNOWN,SUPERVISOR
710,Request Payment,SYSTEM,2017/09/28 11:45:23.000,organizational unit 65463,project 147620,UNKNOWN,UNDEFINED
710,Payment Handled,SYSTEM,2017/10/02 17:30:51.000,organizational unit 65463,project 147620,UNKNOWN,UNDEFINED
5392,Request For Payment SUBMITTED by EMPLOYEE,STAFF MEMBER,2018/10/12 10:43:11.000,organizational unit 65454,UNKNOWN,UNKNOWN,EMPLOYEE
5392,Request For Payment REJECTED by ADMINISTRATION,STAFF MEMBER,2018/10/12 10:54:07.000,organizational unit 65454,UNKNOWN,UNKNOWN,ADMINISTRATION
5392,Request For Payment REJECTED by EMPLOYEE,STAFF MEMBER,2018/10/15 11:22:59.000,organizational unit 65454,UNKNOWN,UNKNOWN,EMPLOYEE
2726,Request For Payment SUBMITTED by EMPLOYEE,STAFF MEMBER,2018/04/11 13:58:27.000,organizational unit 65463,UNKNOWN,task 25860,EMPLOYEE
2726,Request For Payment REJECTED by ADMINISTRATION,STAFF MEMBER,2018/04/11 13:59:15.000,organizational unit 65463,UNKNOWN,task 25860,ADMINISTRATION
2726,Request For Payment REJECTED by EMPLOYEE,STAFF MEMBER,2018/04/11 15:35:49.000,organizational unit 65463,UNKNOWN,task 25860,EMPLOYEE
724,Request For Payment SUBMITTED by EMPLOYEE,STAFF MEMBER,2017/09/29 09:12:31.000,organizational unit 65463,project 503,task 11190,EMPLOYEE
724,Request For Payment APPROVED by PRE_APPROVER,STAFF MEMBER,2017/09/29 09:13:13.000,organizational unit 65463,project 503,task 11190,PRE_APPROVER
724,Request For Payment FINAL_APPROVED by SUPERVISOR,STAFF MEMBER,2017/09/29 10:34:33.000,organizational unit 65463,project 503,task 11190,SUPERVISOR
724,Request Payment,SYSTEM,2017/09/29 10:52:23.000,organizational unit 65463,project 503,task 11190,UNDEFINED
724,Payment Handled,SYSTEM,2017/10/02 17:30:51.000,organizational unit 65463,project 503,task 11190,UNDEFINED
4620,Request For Payment SUBMITTED by EMPLOYEE,STAFF MEMBER,2018/08/28 09:12:35.000,organizational unit 65477,project 147908,UNKNOWN,EMPLOYEE
4620,Request For Payment APPROVED by ADMINISTRATION,STAFF MEMBER,2018/08/28 09:16:01.000,organizational unit 65477,project 147908,UNKNOWN,ADMINISTRATION
4620,Request For Payment FINAL_APPROVED by SUPERVISOR,STAFF MEMBER,2018/08/28 11:57:13.000,organizational unit 65477,project 147908,UNKNOWN,SUPERVISOR
4620,Request Payment,SYSTEM,2018/08/29 16:01:47.000,organizational unit 65477,project 147908,UNKNOWN,UNDEFINED
4620,Payment Handled,SYSTEM,2018/09/03 17:31:14.000,organizational unit 65477,project 147908,UNKNOWN,UNDEFINED
5548,Request For Payment SUBMITTED by EMPLOYEE,STAFF MEMBER,2018/10/22 13:52:24.000,organizational unit 65456,project 147556,UNKNOWN,EMPLOYEE
5548,Request For Payment APPROVED by ADMINISTRATION,STAFF MEMBER,2018/10/22 13:54:54.000,organizational unit 65456,project 147556,UNKNOWN,ADMINISTRATION
5548,Request For Payment APPROVED by BUDGET OWNER,STAFF MEMBER,2018/10/24 10:23:02.000,organizational unit 65456,project 147556,UNKNOWN,BUDGET OWNER
5548,Request For Payment FINAL_APPROVED by SUPERVISOR,STAFF MEMBER,2018/10/25 09:12:02.000,organizational unit 65456,project 147556,UNKNOWN,SUPERVISOR
5548,Request Payment,SYSTEM,2018/10/25 09:26:39.000,organizational unit 65456,project 147556,UNKNOWN,UNDEFINED
5548,Payment Handled,SYSTEM,2018/10/29 17:31:16.000,organizational unit 65456,project 147556,UNKNOWN,UNDEFINED
1107,Request For Payment SUBMITTED by EMPLOYEE,STAFF MEMBER,2017/12/21 15:23:15.000,organizational unit 65458,project 147843,task 77826,EMPLOYEE
1107,Request For Payment FINAL_APPROVED by SUPERVISOR,STAFF MEMBER,2017/12/21 15:23:26.000,organizational unit 65458,project 147843,task 77826,SUPERVISOR
1107,Request Payment,SYSTEM,2017/12/22 11:17:17.000,organizational unit 65458,project 147843,task 77826,UNDEFINED
1107,Payment Handled,SYSTEM,2018/01/04 17:31:15.000,organizational unit 65458,project 147843,task 77826,UNDEFINED
3788,Request For Payment SUBMITTED by EMPLOYEE,STAFF MEMBER,2018/06/25 07:00:47.000,organizational unit 65458,project 147546,task 12438,EMPLOYEE
3788,Request For Payment REJECTED by ADMINISTRATION,STAFF MEMBER,2018/06/25 07:00:52.000,organizational unit 65458,project 147546,task 12438,ADMINISTRATION
3788,Request For Payment REJECTED by EMPLOYEE,STAFF MEMBER,2018/06/28 15:40:46.000,organizational unit 65458,project 147546,task 12438,EMPLOYEE
3788,Request For Payment SUBMITTED by EMPLOYEE,STAFF MEMBER,2018/06/28 23:06:49.000,organizational unit 65458,project 147546,task 12438,EMPLOYEE
3788,Request For Payment APPROVED by ADMINISTRATION,STAFF MEMBER,2018/06/28 23:06:52.000,organizational unit 65458,project 147546,task 12438,ADMINISTRATION
3788,Request For Payment FINAL_APPROVED by SUPERVISOR,STAFF MEMBER,2018/06/29 11:28:45.000,organizational unit 65458,project 147546,task 12438,SUPERVISOR
3788,Request Payment,SYSTEM,2018/07/09 08:55:50.000,organizational unit 65458,project 147546,task 12438,UNDEFINED
3788,Payment Handled,SYSTEM,2018/07/12 17:31:21.000,organizational unit 65458,project 147546,task 12438,UNDEFINED
6821,Request For Payment SUBMITTED by EMPLOYEE,STAFF MEMBER,2018/12/20 14:27:28.000,organizational unit 65484,project 151211,UNKNOWN,EMPLOYEE
6821,Request For Payment APPROVED by ADMINISTRATION,STAFF MEMBER,2018/12/20 14:27:30.000,organizational unit 65484,project 151211,UNKNOWN,ADMINISTRATION
6821,Request For Payment APPROVED by BUDGET OWNER,STAFF MEMBER,2019/01/14 14:35:22.000,organizational unit 65484,project 151211,UNKNOWN,BUDGET OWNER
6821,Request For Payment FINAL_APPROVED by SUPERVISOR,STAFF MEMBER,2019/01/17 07:51:14.000,organizational unit 65484,project 151211,UNKNOWN,SUPERVISOR
6821,Request Payment,SYSTEM,2019/01/22 08:00:07.000,organizational unit 65484,project 151211,UNKNOWN,UNDEFINED
6821,Payment Handled,SYSTEM,2019/01/24 17:31:48.000,organizational unit 65484,project 151211,UNKNOWN,UNDEFINED
4977,Request For Payment SUBMITTED by EMPLOYEE,STAFF MEMBER,2018/09/19 18:30:20.000,organizational unit 65463,project 503,task 15842,EMPLOYEE
4977,Request For Payment APPROVED by ADMINISTRATION,STAFF MEMBER,2018/09/19 18:31:02.000,organizational unit 65463,project 503,task 15842,ADMINISTRATION
4977,Request For Payment FINAL_APPROVED by SUPERVISOR,STAFF MEMBER,2018/09/20 11:55:37.000,organizational unit 65463,project 503,task 15842,SUPERVISOR
4977,Request Payment,SYSTEM,2018/09/20 15:27:43.000,organizational unit 65463,project 503,task 15842,UNDEFINED
4977,Payment Handled,SYSTEM,2018/09/24 17:31:08.000,organizational unit 65463,project 503,task 15842,UNDEFINED
5387,Request For Payment SUBMITTED by EMPLOYEE,STAFF MEMBER,2018/10/12 09:21:33.000,organizational unit 65468,project 503,UNKNOWN,EMPLOYEE
5387,Request For Payment APPROVED by ADMINISTRATION,STAFF MEMBER,2018/10/12 09:21:43.000,organizational unit 65468,project 503,UNKNOWN,ADMINISTRATION
5387,Request For Payment APPROVED by BUDGET OWNER,STAFF MEMBER,2018/10/19 13:24:57.000,organizational unit 65468,project 503,UNKNOWN,BUDGET OWNER
5387,Request For Payment FINAL_APPROVED by SUPERVISOR,STAFF MEMBER,2018/10/25 10:05:10.000,organizational unit 65468,project 503,UNKNOWN,SUPERVISOR
5387,Request Payment,SYSTEM,2018/10/30 08:24:42.000,organizational unit 65468,project 503,UNKNOWN,UNDEFINED
5387,Payment Handled,SYSTEM,2018/11/01 17:31:17.000,organizational unit 65468,project 503,UNKNOWN,UNDEFINED
5738,Request For Payment SUBMITTED by EMPLOYEE,STAFF MEMBER,2018/10/31 10:26:44.000,organizational unit 65469,project 147649,task 152898,EMPLOYEE
5738,Request For Payment APPROVED by ADMINISTRATION,STAFF MEMBER,2018/10/31 10:27:02.000,organizational unit 65469,project 147649,task 152898,ADMINISTRATION
5738,Request For Payment FINAL_APPROVED by SUPERVISOR,STAFF MEMBER,2018/11/02 08:58:32.000,organizational unit 65469,project 147649,task 152898,SUPERVISOR
5738,Request Payment,SYSTEM,2018/11/13 10:07:49.000,organizational unit 65469,project 147649,task 152898,UNDEFINED
5738,Payment Handled,SYSTEM,2018/11/15 17:31:20.000,organizational unit 65469,project 147649,task 152898,UNDEFINED
2828,Request For Payment SUBMITTED by EMPLOYEE,STAFF MEMBER,2018/04/18 13:46:14.000,organizational unit 65468,project 147556,task 154404,EMPLOYEE
2828,Request For Payment APPROVED by ADMINISTRATION,STAFF MEMBER,2018/04/18 13:59:56.000,organizational unit 65468,project 147556,task 154404,ADMINISTRATION
2828,Request For Payment APPROVED by BUDGET OWNER,STAFF MEMBER,2018/04/18 15:11:26.000,organizational unit 65468,project 147556,task 154404,BUDGET OWNER
2828,Request For Payment FINAL_APPROVED by SUPERVISOR,STAFF MEMBER,2018/04/24 14:33:49.000,organizational unit 65468,project 147556,task 154404,SUPERVISOR
2828,Request Payment,SYSTEM,2018/05/15 12:40:14.000,organizational unit 65468,project 147556,task 154404,UNDEFINED
2828,Payment Handled,SYSTEM,2018/05/17 17:31:35.000,organizational unit 65468,project 147556,task 154404,UNDEFINED
209,Request For Payment SUBMITTED by EMPLOYEE,STAFF MEMBER,2017/04/03 14:34:43.000,organizational unit 65458,project 503,UNKNOWN,EMPLOYEE
209,Request For Payment FINAL_APPROVED by SUPERVISOR,STAFF MEMBER,2017/04/03 14:34:51.000,organizational unit 65458,project 503,UNKNOWN,SUPERVISOR
209,Request Payment,SYSTEM,2017/04/04 15:06:32.000,organizational unit 65458,project 503,UNKNOWN,UNDEFINED
209,Payment Handled,SYSTEM,2017/04/06 17:31:01.000,organizational unit 65458,project 503,UNKNOWN,UNDEFINED
5257,Request For Payment SUBMITTED by EMPLOYEE,STAFF MEMBER,2018/10/04 18:01:00.000,organizational unit 65462,project 147556,task 176771,EMPLOYEE
5257,Request For Payment APPROVED by ADMINISTRATION,STAFF MEMBER,2018/10/04 18:01:10.000,organizational unit 65462,project 147556,task 176771,ADMINISTRATION
5257,Request For Payment FINAL_APPROVED by SUPERVISOR,STAFF MEMBER,2018/10/08 14:25:20.000,organizational unit 65462,project 147556,task 176771,SUPERVISOR
5257,Request Payment,SYSTEM,2018/10/09 09:06:45.000,organizational unit 65462,project 147556,task 176771,UNDEFINED
5257,Payment Handled,SYSTEM,2018/10/11 17:31:08.000,organizational unit 65462,project 147556,task 176771,UNDEFINED
226,Request For Payment SUBMITTED by EMPLOYEE,STAFF MEMBER,2017/04/10 14:35:37.000,organizational unit 65458,project 147546,UNKNOWN,EMPLOYEE
226,Request For Payment APPROVED by PRE_APPROVER,STAFF MEMBER,2017/04/10 14:35:53.000,organizational unit 65458,project 147546,UNKNOWN,PRE_APPROVER
226,Request For Payment FINAL_APPROVED by SUPERVISOR,STAFF MEMBER,2017/04/11 16:19:42.000,organizational unit 65458,project 147546,UNKNOWN,SUPERVISOR
226,Request Payment,SYSTEM,2017/04/13 14:50:00.000,organizational unit 65458,project 147546,UNKNOWN,UNDEFINED
226,Payment Handled,SYSTEM,2017/04/20 17:31:25.000,organizational unit 65458,project 147546,UNKNOWN,UNDEFINED
5288,Request For Payment SUBMITTED by EMPLOYEE,STAFF MEMBER,2018/10/08 09:08:46.000,organizational unit 65461,project 148052,task 165616,EMPLOYEE
5288,Request For Payment APPROVED by ADMINISTRATION,STAFF MEMBER,2018/10/29 09:22:35.000,organizational unit 65461,project 148052,task 165616,ADMINISTRATION
5288,Request For Payment APPROVED by BUDGET OWNER,STAFF MEMBER,2018/10/31 11:20:51.000,organizational unit 65461,project 148052,task 165616,BUDGET OWNER
5288,Request For Payment FINAL_APPROVED by SUPERVISOR,STAFF MEMBER,2018/11/07 05:15:12.000,organizational unit 65461,project 148052,task 165616,SUPERVISOR
5288,Request Payment,SYSTEM,2018/11/16 13:57:28.000,organizational unit 65461,project 148052,task 165616,UNDEFINED
5288,Payment Handled,SYSTEM,2018/11/19 17:31:20.000,organizational unit 65461,project 148052,task 165616,UNDEFINED
3821,Request For Payment SUBMITTED by EMPLOYEE,STAFF MEMBER,2018/06/25 18:15:08.000,organizational unit 65458,project 147531,UNKNOWN,EMPLOYEE
3821,Request For Payment APPROVED by ADMINISTRATION,STAFF MEMBER,2018/06/25 18:15:14.000,organizational unit 65458,project 147531,UNKNOWN,ADMINISTRATION
3821,Request For Payment APPROVED by BUDGET OWNER,STAFF MEMBER,2018/06/28 15:38:49.000,organizational unit 65458,project 147531,UNKNOWN,BUDGET OWNER
3821,Request For Payment FINAL_APPROVED by SUPERVISOR,STAFF MEMBER,2018/07/05 05:15:20.000,organizational unit 65458,project 147531,UNKNOWN,SUPERVISOR
3821,Request Payment,SYSTEM,2018/07/05 10:59:13.000,organizational unit 65458,project 147531,UNKNOWN,UNDEFINED
3821,Payment Handled,SYSTEM,2018/07/09 17:31:27.000,organizational unit 65458,project 147531,UNKNOWN,UNDEFINED
3179,Request For Payment SUBMITTED by EMPLOYEE,STAFF MEMBER,2018/05/16 09:19:44.000,organizational unit 65461,project 147843,task 24806,EMPLOYEE
3179,Request For Payment REJECTED by ADMINISTRATION,STAFF MEMBER,2018/05/16 09:19:54.000,organizational unit 65461,project 147843,task 24806,ADMINISTRATION
3179,Request For Payment REJECTED by EMPLOYEE,STAFF MEMBER,2018/05/16 15:41:25.000,organizational unit 65461,project 147843,task 24806,EMPLOYEE
3179,Request For Payment SUBMITTED by EMPLOYEE,STAFF MEMBER,2018/05/16 16:24:01.000,organizational unit 65461,project 147843,task 24806,EMPLOYEE
3179,Request For Payment APPROVED by ADMINISTRATION,STAFF MEMBER,2018/05/16 16:24:04.000,organizational unit 65461,project 147843,task 24806,ADMINISTRATION
3179,Request For Payment FINAL_APPROVED by SUPERVISOR,STAFF MEMBER,2018/05/17 11:39:21.000,organizational unit 65461,project 147843,task 24806,SUPERVISOR
3179,Request Payment,SYSTEM,2018/05/17 18:18:16.000,organizational unit 65461,project 147843,task 24806,UNDEFINED
